,All Default2018 Ensemble,All Ensemble (No Default2017),Crossdock Default2018 Ensemble,Crossdock Dense Ensemble,Redock Default2018 Ensemble
1,36.98787348067498,39.611411169368075,34.300733742446596,40.79650613293623,32.87142054914136
2,43.70063926826959,46.29360859776423,41.19883550526347,47.47267600953873,40.260920035302426
3,47.325736249428,49.107106696289435,44.514208173586674,49.92178284058067,43.348428587006254
4,49.13232846279411,50.51464460822665,47.050767539937546,51.654337734890476,45.74790772937445
5,50.36138995160619,51.8097574265706,48.81923733201764,52.662727940718725,47.542544927690734
6,51.254953726801155,52.60196384501672,49.71062214177484,53.20917594817798,48.60741193778384
7,51.98474055963488,53.06240957489581,50.734683280530525,53.74238124173235,49.467586323883985
8,52.490119789821435,53.51030006787262,51.27758682754442,53.99160299894644,50.17223036859014
9,52.84533643205632,53.87442998685395,51.93427876980222,54.25784364968527,50.706664171857575
