,Dense s0,Dense s1,Dense s2,Dense s3,Dense s4
1,39.37015348293021,37.487554612845656,38.153727674878276,37.92995656300398,37.60978478249197
2,45.86527330169602,45.15740739656384,44.82480455452819,45.06920932705301,45.742056707169944
3,49.008424368031434,48.29695743576246,48.555488150675444,48.240367125654,48.70583288274981
4,50.48057471904202,50.07065977413706,50.379862201615,50.04601031150882,50.2818054640081
5,51.55270772413137,51.32353962342952,51.58006572363579,51.335548425005896,51.28785588300999
6,52.348079915979426,52.09039820094975,52.448128023616604,52.240025609403176,51.98067304781907
7,52.80002329089418,52.559701458890196,52.95564921730794,52.87113005197936,52.72069288518064
8,53.58097034592698,53.189523004306075,53.42065041555586,53.33582879607096,53.15430017221101
9,53.93645005500575,53.54615470420884,53.80837835901916,53.73044324933227,53.46285448311193
