,Dense KD s0,Dense KD s1,Dense KD s2,Dense KD s3,Dense KD s4
1,38.571983999032355,38.84249349676953,37.80642214369415,38.46408489320798,38.21306380838156
2,45.187306028750555,45.67939697129966,44.803135423385285,44.83992900678496,45.13515684858271
3,48.316006300871976,48.744798264453294,48.445616233846536,48.750129585002696,48.30691919473685
4,50.60309612940088,50.36365458608444,50.25933037047331,50.523465384302,49.94584539256398
5,51.65307536001983,51.335817326720154,51.448607723375815,51.559479893165296,51.08416614812013
6,52.553934956444934,52.82004950245208,52.25770223378564,52.5004243400732,52.52969280070449
7,53.10984113873866,53.30925212035999,52.877436719931026,53.033634798373306,53.005683860766375
8,53.454833440869834,53.72288668506157,53.365411932720164,53.370535434780706,53.40739786919645
9,53.67527074546153,54.00062233063533,53.63077367373592,53.70773463284549,53.89024936846166
