,All Default2018 KD s0,All Default2018 KD s1,All Default2018 KD s2
1,36.121439826092825,36.20134017621989,35.4690322435527
2,43.09571980193122,43.11099304317929,43.0452830964709
3,46.77733885114241,47.09715531525927,46.86162657155503
4,48.8767036046398,48.83782913877427,48.675019011135234
5,50.098516001558636,50.12819094643608,50.202644895488646
6,51.15202155939669,51.206989183981136,51.16976485177989
7,51.92132143334497,51.78647809756677,51.93431604698713
8,52.36681776891315,52.26484329445055,52.39512777955541
9,52.718316069003954,52.69365401064488,52.74833025730696
