,Dense KD s0,Dense KD s1,Dense KD s2,Dense KD s3,Dense KD s4
1,69.6244131455399,70.2112676056338,68.94366197183098,69.81220657276995,69.95305164319248
2,79.76525821596245,80.42253521126761,79.55399061032864,79.92957746478874,79.24882629107981
3,84.01408450704226,84.27230046948357,83.92018779342723,83.96713615023475,83.56807511737088
4,86.4319248826291,86.26760563380282,86.07981220657277,86.4319248826291,86.24413145539907
5,88.02816901408451,87.44131455399061,87.65258215962442,87.88732394366198,87.39436619718309
6,88.84976525821597,88.49765258215963,88.52112676056339,88.73239436619718,88.52112676056339
7,89.4131455399061,89.13145539906104,89.2018779342723,89.48356807511738,89.17840375586854
8,89.71830985915493,89.67136150234741,89.76525821596243,89.92957746478874,89.55399061032864
9,90.21126760563381,90.07042253521126,90.0469483568075,90.30516431924883,89.92957746478874
