,General Default2018 KD s0,General Default2018 KD s1,General Default2018 KD s2,General Default2018 KD s3,General Default2018 KD s4
1,65.61032863849765,66.43192488262912,65.25821596244131,66.22065727699531,66.10328638497653
2,77.25352112676056,77.86384976525822,76.64319248826291,77.51173708920189,77.11267605633803
3,82.08920187793427,82.46478873239437,81.54929577464789,82.51173708920187,81.99530516431925
4,84.36619718309859,85.02347417840376,84.34272300469483,84.69483568075117,84.38967136150235
5,85.962441314554,86.22065727699531,85.93896713615024,86.05633802816901,85.82159624413146
6,87.27699530516432,87.37089201877934,87.06572769953051,87.25352112676056,87.34741784037558
7,88.00469483568075,88.26291079812206,88.12206572769952,87.93427230046949,88.09859154929578
8,88.47417840375587,88.82629107981221,88.63849765258216,88.63849765258216,88.75586854460093
9,89.037558685446,89.08450704225352,88.96713615023474,89.037558685446,89.13145539906104
