,General Default2018 KD s0,General Default2018 KD s1,General Default2018 KD s2,General Default2018 KD s3,General Default2018 KD s4
1,34.835735277027936,34.26648883574833,34.340305235332025,33.69251678893696,33.724521046818666
2,41.69166295682901,41.76223951507562,41.625714809564585,41.28373402171109,41.265142631913264
3,45.1568085215347,45.012182289957785,45.16766950593915,44.99238996226082,44.70579727799876
4,47.2481894844961,47.08482038860927,47.18763071171331,47.371871402061274,47.03341943845063
5,48.54287078918215,48.60063159746818,48.59968504581239,48.61964160929592,48.71449985832193
6,49.38134963749691,49.40339628846583,49.45874571768666,49.53405366255982,49.57497773630353
7,50.100345995705766,50.02696713334481,50.20382128713713,50.22249801602891,50.23218125680094
8,50.754043228063054,50.69612316125113,50.86456094555057,50.66388067260762,50.77722073538688
9,51.18863536161303,51.08105750389464,51.34907115619257,51.13888576661849,51.22271148281566
