,Crossdock Default2018 KD s0,Crossdock Default2018 KD s1,Crossdock Default2018 KD s2,Crossdock Default2018 KD s3,Crossdock Default2018 KD s4
1,65.96244131455398,66.07981220657277,66.05633802816901,67.04225352112675,66.50234741784038
2,76.22065727699531,76.15023474178403,76.71361502347418,76.97183098591549,76.22065727699531
3,80.82159624413146,80.58685446009389,81.4319248826291,81.57276995305163,81.29107981220656
4,84.08450704225352,83.52112676056338,84.08450704225352,84.74178403755869,83.9906103286385
5,86.05633802816901,85.5868544600939,86.03286384976526,86.3849765258216,86.31455399061034
6,86.8075117370892,86.94835680751174,87.23004694835682,87.46478873239437,87.34741784037558
7,88.02816901408451,87.8169014084507,88.21596244131456,88.30985915492958,88.12206572769952
8,88.68544600938966,88.63849765258216,88.82629107981221,88.87323943661973,88.82629107981221
9,89.10798122065728,89.2018779342723,89.31924882629107,89.27230046948357,89.36619718309859
