,Redock Default2018 KD s0,Redock Default2018 KD s1,Redock Default2018 KD s2,Redock Default2018 KD s3,Redock Default2018 KD s4
1,32.70728046520273,31.93875902549416,32.354850711477276,32.23630567178091,31.88620530469184
2,39.857489434715596,38.89174484700621,39.13480570021405,39.14716371893532,39.01484628196701
3,43.25688385997603,42.9281554438554,42.949395145479556,43.07443179225535,42.740986765817084
4,45.48794853186481,45.280572522457554,45.115621910734085,45.431991215474945,45.17607487241806
5,47.030630005561605,46.794318617998584,46.55870406979407,47.20433364828567,46.844592529711555
6,48.09224772324235,48.02446533017577,47.980073063770035,48.44726564311232,48.137197493879206
7,48.946637683743944,48.94403809178345,48.97237997633449,49.4406612977216,48.98639622248631
8,49.77720460059013,49.598986559820226,49.69029351359672,49.922710131876826,49.7706619876642
9,50.37550049033431,50.256171452043716,50.323425129757545,50.57835816058988,50.46020316919916
