,Dense KD Def2018 s0,Dense KD Def2018 s1,Dense KD Def2018 s2,Dense KD Def2018 s3,Dense KD Def2018 s4
1,65.51643192488264,66.36150234741784,65.86854460093898,65.51643192488264,65.21126760563381
2,77.46478873239437,77.01877934272301,76.26760563380282,76.54929577464789,76.69014084507042
3,81.52582159624413,81.78403755868544,81.4319248826291,81.64319248826291,81.73708920187794
4,84.43661971830986,84.55399061032864,84.6244131455399,84.36619718309859,84.46009389671362
5,86.26760563380282,86.12676056338027,86.50234741784037,86.40845070422534,86.3849765258216
6,87.25352112676056,87.44131455399061,87.58215962441315,87.76995305164318,87.53521126760563
7,88.05164319248826,88.33333333333333,88.45070422535211,88.59154929577466,88.45070422535211
8,88.73239436619718,89.1549295774648,89.10798122065728,89.1549295774648,89.17840375586854
9,89.5774647887324,89.48356807511738,89.53051643192488,89.55399061032864,89.71830985915493
