,Dense KD Def2018 s0,Dense KD Def2018 s1,Dense KD Def2018 s2,Dense KD Def2018 s3,Dense KD Def2018 s4
1,35.94569336009269,35.71277367299251,35.726355651516705,36.13119759506275,36.12240761552307
2,43.05900528151674,42.51681724655412,43.399808808877836,43.1655055269675,43.28757295040163
3,46.77157639486913,46.38530526077339,46.697272508795315,46.682585884978025,46.47268648355966
4,48.65961128437553,48.381125921300814,48.63503283411912,48.89539883124425,48.65343168401502
5,50.19849443571477,49.94685131302049,50.34744752454527,50.16003443597919,50.13069618809342
6,51.16712203957788,51.01340865097013,51.274827225752794,51.14379344230709,50.978436043542445
7,51.815806316273985,51.5596475559106,51.96924505382331,51.82738032070774,51.702107486590585
8,52.222011142630656,52.040616099608684,52.53618186120349,52.41511829716546,52.37007327263188
9,52.69976716278853,52.53508503889691,52.889917887893475,52.92140347878361,52.796622995000384
