,All Default2018 Ensemble,All Ensemble (No Default2017),Crossdock Default2018 Ensemble,Redock Default2018 Ensemble,Dense Ensemble
1,36.98787348067498,39.611411169368075,34.300733742446596,32.87142054914136,41.5742693378585
2,43.70063926826959,46.29360859776423,41.19883550526347,40.260920035302426,48.070575869133734
3,47.325736249428,49.107106696289435,44.514208173586674,43.348428587006254,50.45967004287174
4,49.13232846279411,50.51464460822665,47.050767539937546,45.74790772937445,52.07044569361249
5,50.36138995160619,51.8097574265706,48.81923733201764,47.542544927690734,52.69844195116911
6,51.254953726801155,52.60196384501672,49.71062214177484,48.60741193778384,53.44219322541379
7,51.98474055963488,53.06240957489581,50.734683280530525,49.467586323883985,53.799740404887
8,52.490119789821435,53.51030006787262,51.27758682754442,50.17223036859014,54.075492804104016
9,52.84533643205632,53.87442998685395,51.93427876980222,50.706664171857575,54.2968312136401
