,Dense s0,Dense s1,Dense s2,Dense s3,Dense s4
1,69.55399061032864,67.34741784037558,66.50234741784038,67.3943661971831,67.30046948356807
2,79.5774647887324,78.45070422535211,78.6150234741784,78.0281690140845,77.98122065727699
3,83.56807511737088,83.14553990610328,83.6150234741784,82.86384976525821,82.01877934272301
4,85.93896713615024,85.46948356807512,85.72769953051643,85.28169014084507,85.23474178403757
5,87.53521126760563,86.97183098591549,87.32394366197182,87.08920187793427,86.8075117370892
6,88.68544600938966,88.14553990610328,88.52112676056339,88.09859154929578,88.00469483568075
7,89.46009389671362,88.96713615023474,89.1549295774648,88.84976525821597,88.87323943661973
8,89.88262910798122,89.55399061032864,89.64788732394366,89.5774647887324,89.38967136150234
9,90.28169014084507,89.97652582159624,90.0469483568075,90.11737089201878,89.92957746478874
