,Dense s0,Dense s1,Dense s2,Dense s3,Dense s4
1,68.2394366197183,67.79342723004694,68.16901408450704,67.6525821596244,68.00469483568075
2,78.80281690140845,78.6150234741784,78.70892018779342,78.16901408450704,78.68544600938966
3,83.14553990610328,83.73239436619718,82.93427230046947,83.21596244131455,83.54460093896714
4,85.3755868544601,86.4319248826291,85.23474178403757,85.4225352112676,85.77464788732394
5,87.13615023474178,87.58215962441315,87.15962441314554,86.90140845070422,87.55868544600939
6,88.16901408450704,88.66197183098592,88.12206572769952,88.21596244131456,88.49765258215963
7,88.92018779342723,89.50704225352113,88.92018779342723,89.06103286384976,89.34272300469483
8,89.27230046948357,89.85915492957747,89.27230046948357,89.71830985915493,89.6244131455399
9,89.6244131455399,90.0469483568075,89.76525821596243,89.97652582159624,89.92957746478874
